8202.31.00,"Hand saws; blades for saws of all kinds (including slitting, slotting or toothless saw blades).",Circular saw blades (including slitting or slotting saw blades): With working part of steel
8202.39.00,"Hand saws; blades for saws of all kinds (including slitting, slotting or toothless saw blades).","Circular saw blades (including slitting or slotting saw blades): Other, including parts"
8202.40.00,"Hand saws; blades for saws of all kinds (including slitting, slotting or toothless saw blades).",Chain saw blades
8202.91.00,"Hand saws; blades for saws of all kinds (including slitting, slotting or toothless saw blades).","Other saw blades: Straight saw blades, for working metal"
8202.99.00,"Hand saws; blades for saws of all kinds (including slitting, slotting or toothless saw blades).",Other saw blades: Other
8203.10.00,"Files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe-cutters, bolt croppers, perforating punches and similar hand tools.","Files, rasps and similar tools"
8203.30.10,"Files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe-cutters, bolt croppers, perforating punches and similar hand tools.",Metal cutting shears and similar tools: Shears
8203.30.90,"Files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe-cutters, bolt croppers, perforating punches and similar hand tools.",Metal cutting shears and similar tools: Other
8203.40.00,"Files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe-cutters, bolt croppers, perforating punches and similar hand tools.","Pipe-cutters, bolt croppers, perforating punches and similar tools"
8205.20.10,"Hand tools (including glaziers' diamonds), not elsewhere specified or included; blow lamps; vices, clamps and the like, other than accessories for and parts of, machine-tools or water-jet cutting machines; anvils; portable forges; hand or pedal-operated grinding wheels with frameworks.",Hammers and sledge hammers: For climbing or mountaineering; Heads for use in the manufacture or production of hammers and sledge hammers
8205.59.10,"Hand tools (including glaziers' diamonds), not elsewhere specified or included; blow lamps; vices, clamps and the like, other than accessories for and parts of, machine-tools or water-jet cutting machines; anvils; portable forges; hand or pedal-operated grinding wheels with frameworks.",Other hand tools (including glaziers' diamonds): Other: For climbing or mountaineering; Heads for use in the manufacture or production of other hand tools; Livestock branding irons
8205.70.10,"Hand tools (including glaziers' diamonds), not elsewhere specified or included; blow lamps; vices, clamps and the like, other than accessories for and parts of, machine-tools or water-jet cutting machines; anvils; portable forges; hand or pedal-operated grinding wheels with frameworks.","Vices, clamps and the like: Clamps for use with the following surgical, dental, veterinary or diagnostic articles:
Instruments; Sterilizers; Cobalt therapy units; Anaesthesia, surgical suction or oxygen administering apparatus"
8205.70.20,"Hand tools (including glaziers' diamonds), not elsewhere specified or included; blow lamps; vices, clamps and the like, other than accessories for and parts of, machine-tools or water-jet cutting machines; anvils; portable forges; hand or pedal-operated grinding wheels with frameworks.","Vices, clamps and the like: Precision clamps and vices, for toolmakers, machinists or metal workers"
8205.90.10,"Hand tools (including glaziers' diamonds), not elsewhere specified or included; blow lamps; vices, clamps and the like, other than accessories for and parts of, machine-tools or water-jet cutting machines; anvils; portable forges; hand or pedal-operated grinding wheels with frameworks.","Other, including sets of articles of two or more subheadings of this heading: Anvils; portable forges; hand or pedal-operated grinding wheels with frameworks"
8205.90.90,"Hand tools (including glaziers' diamonds), not elsewhere specified or included; blow lamps; vices, clamps and the like, other than accessories for and parts of, machine-tools or water-jet cutting machines; anvils; portable forges; hand or pedal-operated grinding wheels with frameworks.","Other, including sets of articles of two or more subheadings of this heading: Other"
8207.13.00,"Interchangeable tools for hand tools, whether or not power-operated, or for machine-tools (for example, for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screw driving), including dies for drawing or extruding metal, and rock drilling or earth boring tools.",Rock drilling or earth boring tools: With working part of cermets
8207.19.00,"Interchangeable tools for hand tools, whether or not power-operated, or for machine-tools (for example, for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screw driving), including dies for drawing or extruding metal, and rock drilling or earth boring tools.","Rock drilling or earth boring tools: Other, including parts"
8207.20.00,"Interchangeable tools for hand tools, whether or not power-operated, or for machine-tools (for example, for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screw driving), including dies for drawing or extruding metal, and rock drilling or earth boring tools.",Dies for drawing or extruding metal
8207.30.00,"Interchangeable tools for hand tools, whether or not power-operated, or for machine-tools (for example, for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screw driving), including dies for drawing or extruding metal, and rock drilling or earth boring tools.","Tools for pressing, stamping or punching"
8207.40.00,"Interchangeable tools for hand tools, whether or not power-operated, or for machine-tools (for example, for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screw driving), including dies for drawing or extruding metal, and rock drilling or earth boring tools.",Tools for tapping or threading
8207.50.00,"Interchangeable tools for hand tools, whether or not power-operated, or for machine-tools (for example, for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screw driving), including dies for drawing or extruding metal, and rock drilling or earth boring tools.","Tools for drilling, other than for rock drilling"
8207.60.00,"Interchangeable tools for hand tools, whether or not power-operated, or for machine-tools (for example, for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screw driving), including dies for drawing or extruding metal, and rock drilling or earth boring tools.",Tools for boring or broaching
8207.70.00,"Interchangeable tools for hand tools, whether or not power-operated, or for machine-tools (for example, for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screw driving), including dies for drawing or extruding metal, and rock drilling or earth boring tools.",Tools for milling
8207.80.00,"Interchangeable tools for hand tools, whether or not power-operated, or for machine-tools (for example, for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screw driving), including dies for drawing or extruding metal, and rock drilling or earth boring tools.",Tools for turning
8207.90.10,"Interchangeable tools for hand tools, whether or not power-operated, or for machine-tools (for example, for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screw driving), including dies for drawing or extruding metal, and rock drilling or earth boring tools.","Other interchangeable tools: Ball points, bushing bits, chisels, clay spades, front spades, drivers (for pipes, pins and spikes) and star drills, for portable power tools; Cutting tools, carbide tipped, for wood working; Nozzles for vacuum cleaners"
8207.90.90,"Interchangeable tools for hand tools, whether or not power-operated, or for machine-tools (for example, for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screw driving), including dies for drawing or extruding metal, and rock drilling or earth boring tools.",Other interchangeable tools: Other
8208.10.00,"Knives and cutting blades, for machines or for mechanical appliances.",For metal working
8208.20.00,"Knives and cutting blades, for machines or for mechanical appliances.",For wood working
8208.30.00,"Knives and cutting blades, for machines or for mechanical appliances.",For kitchen appliances or for machines used by the food industry
8208.40.00,"Knives and cutting blades, for machines or for mechanical appliances.","For agricultural, horticultural or forestry machines"
8208.90.00,"Knives and cutting blades, for machines or for mechanical appliances.",Other
8209.00.00,"Plates, sticks, tips and the like for tools, unmounted, of cermets.",
8210.00.90,"Hand-operated mechanical appliances, weighing 10 kg or less, used in the preparation, conditioning or serving of food or drink.",Other
8301.30.00,"Padlocks and locks (key, combination or electrically operated), of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys for any of the foregoing articles, of base metal.",Locks of a kind used for furniture
8301.40.10,"Padlocks and locks (key, combination or electrically operated), of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys for any of the foregoing articles, of base metal.","Other locks: For use in the manufacture of portfolios, luggage or tackle boxes"
8301.40.20,"Padlocks and locks (key, combination or electrically operated), of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys for any of the foregoing articles, of base metal.",Other locks: Key-operated security locks for use in the manufacture of casement or awning windows
8301.60.00,"Padlocks and locks (key, combination or electrically operated), of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys for any of the foregoing articles, of base metal.",Parts
8301.70.90,"Padlocks and locks (key, combination or electrically operated), of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys for any of the foregoing articles, of base metal.",Keys presented separately: Other
8302.10.00,"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like; base metal hat-racks, hat-pegs, brackets and similar fixtures; castors with mountings of base metal; automatic door closers of base metal.",Hinges
8302.20.00,"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like; base metal hat-racks, hat-pegs, brackets and similar fixtures; castors with mountings of base metal; automatic door closers of base metal.",Castors
8302.41.10,"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like; base metal hat-racks, hat-pegs, brackets and similar fixtures; castors with mountings of base metal; automatic door closers of base metal.","Other mountings, fittings and similar articles: Suitable for buildings: Bar or rod type door exit devices, for commercial, institutional or industrial applications; For use in the manufacture or repair of rotary gear window operators; Rotary gear window operators; Snub-guides, lever-lock operators, torsion bars and centre hooks for lever-lock or rotary gear window operators, sash locks (excluding peg locks) and keepers for key-operated security locks or sash locks (excluding peg-locks), for use in the manufacture of casement or awning windows"
8302.41.90,"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like; base metal hat-racks, hat-pegs, brackets and similar fixtures; castors with mountings of base metal; automatic door closers of base metal.","Other mountings, fittings and similar articles: Suitable for buildings: Other"
8302.42.00,"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like; base metal hat-racks, hat-pegs, brackets and similar fixtures; castors with mountings of base metal; automatic door closers of base metal.","Other mountings, fittings and similar articles: Other, suitable for furniture"
8302.49.00,"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like; base metal hat-racks, hat-pegs, brackets and similar fixtures; castors with mountings of base metal; automatic door closers of base metal.","Other mountings, fittings and similar articles: Other"
8302.60.10,"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like; base metal hat-racks, hat-pegs, brackets and similar fixtures; castors with mountings of base metal; automatic door closers of base metal.","Automatic door closers: Hydraulic; Other, for use in the manufacture of railway or tramway passenger coaches"
8302.60.90,"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like; base metal hat-racks, hat-pegs, brackets and similar fixtures; castors with mountings of base metal; automatic door closers of base metal.",Automatic door closers: Other
8303.00.00,"Armoured or reinforced safes, strong-boxes and doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal.",
8304.00.00,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading 94.03.",
8305.10.10,"Fittings for loose-leaf binders or files, letter clips, letter corners, paper clips, indexing tags and similar office articles, of base metal; staples in strips (for example, for offices, upholstery, packaging), of base metal.",Fittings for loose-leaf binders or files: For use in the manufacture of multiple ring binders
8305.10.90,"Fittings for loose-leaf binders or files, letter clips, letter corners, paper clips, indexing tags and similar office articles, of base metal; staples in strips (for example, for offices, upholstery, packaging), of base metal.",Fittings for loose-leaf binders or files: Other
8305.20.00,"Fittings for loose-leaf binders or files, letter clips, letter corners, paper clips, indexing tags and similar office articles, of base metal; staples in strips (for example, for offices, upholstery, packaging), of base metal.",Staples in strips
8305.90.00,"Fittings for loose-leaf binders or files, letter clips, letter corners, paper clips, indexing tags and similar office articles, of base metal; staples in strips (for example, for offices, upholstery, packaging), of base metal.","Other, including parts"
8306.10.10,"Bells, gongs and the like, non-electric, of base metal; statuettes and other ornaments, of base metal; photograph, picture or similar frames, of base metal; mirrors of base metal.","Bells, gongs and the like: Church bells"
8306.10.90,"Bells, gongs and the like, non-electric, of base metal; statuettes and other ornaments, of base metal; photograph, picture or similar frames, of base metal; mirrors of base metal.","Bells, gongs and the like: Other"
8306.21.00,"Bells, gongs and the like, non-electric, of base metal; statuettes and other ornaments, of base metal; photograph, picture or similar frames, of base metal; mirrors of base metal.",Statuettes and other ornaments: Plated with precious metal
8306.29.00,"Bells, gongs and the like, non-electric, of base metal; statuettes and other ornaments, of base metal; photograph, picture or similar frames, of base metal; mirrors of base metal.",Statuettes and other ornaments: Other
8306.30.00,"Bells, gongs and the like, non-electric, of base metal; statuettes and other ornaments, of base metal; photograph, picture or similar frames, of base metal; mirrors of base metal.","Photograph, picture or similar frames; mirrors"
8307.10.00,"Flexible tubing of base metal, with or without fittings.",Of iron or steel
8307.90.00,"Flexible tubing of base metal, with or without fittings.",Of other base metal
8308.10.00,"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing or clothing accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods or saddlery or for other made up articles; tubular or bifurcated rivets, of base metal; beads and spangles, of base metal.","Hooks, eyes and eyelets"
8308.20.00,"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing or clothing accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods or saddlery or for other made up articles; tubular or bifurcated rivets, of base metal; beads and spangles, of base metal.",Tubular or bifurcated rivets
8308.90.00,"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing or clothing accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods or saddlery or for other made up articles; tubular or bifurcated rivets, of base metal; beads and spangles, of base metal.","Other, including parts"
8309.90.00,"Stoppers, caps and lids (including crown corks, screw caps and pouring stoppers), capsules for bottles, threaded bungs, bung covers, seals and other packing accessories, of base metal.",Other
8310.00.00,"Sign-plates, name-plates, address-plates and similar plates, numbers, letters and other symbols, of base metal, excluding those of heading 94.05.",
8311.10.00,"Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, coated or cored with flux material, of a kind used for soldering, brazing, welding or deposition of metal or of metal carbides; wire and rods, of agglomerated base metal powder, used for metal spraying.","Coated electrodes of base metal, for electric arc-welding"
8311.20.00,"Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, coated or cored with flux material, of a kind used for soldering, brazing, welding or deposition of metal or of metal carbides; wire and rods, of agglomerated base metal powder, used for metal spraying.","Cored wire of base metal, for electric arc-welding"
8311.30.00,"Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, coated or cored with flux material, of a kind used for soldering, brazing, welding or deposition of metal or of metal carbides; wire and rods, of agglomerated base metal powder, used for metal spraying.","Coated rods and cored wire, of base metal, for soldering, brazing or welding by flame"
8311.90.00,"Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, coated or cored with flux material, of a kind used for soldering, brazing, welding or deposition of metal or of metal carbides; wire and rods, of agglomerated base metal powder, used for metal spraying.",Other
8419.11.00,"Machinery, plant or laboratory equipment, whether or not electrically heated (excluding furnaces, ovens and other equipment of heading 85.14), for the treatment of materials by a process involving a change of temperature such as heating, cooking, roasting, distilling, rectifying, sterilizing, pasteurizing, steaming, drying, evaporating, vaporizing, condensing or cooling, other than machinery or plant of a kind used for domestic purposes; instantaneous or storage water heaters, non-electric.","Instantaneous or storage water heaters, non-electric: Instantaneous gas water heaters"
8419.12.00,"Machinery, plant or laboratory equipment, whether or not electrically heated (excluding furnaces, ovens and other equipment of heading 85.14), for the treatment of materials by a process involving a change of temperature such as heating, cooking, roasting, distilling, rectifying, sterilizing, pasteurizing, steaming, drying, evaporating, vaporizing, condensing or cooling, other than machinery or plant of a kind used for domestic purposes; instantaneous or storage water heaters, non-electric.","Instantaneous or storage water heaters, non-electric: Solar water heaters"
8419.19.00,"Machinery, plant or laboratory equipment, whether or not electrically heated (excluding furnaces, ovens and other equipment of heading 85.14), for the treatment of materials by a process involving a change of temperature such as heating, cooking, roasting, distilling, rectifying, sterilizing, pasteurizing, steaming, drying, evaporating, vaporizing, condensing or cooling, other than machinery or plant of a kind used for domestic purposes; instantaneous or storage water heaters, non-electric.","Instantaneous or storage water heaters, non-electric: Other"
8425.42.00,Pulley tackle and hoists other than skip hoists; winches and capstans; jacks.,"Jacks; hoists of a kind used for raising vehicles: Other jacks and hoists, hydraulic"
8425.49.00,Pulley tackle and hoists other than skip hoists; winches and capstans; jacks.,Jacks; hoists of a kind used for raising vehicles: Other
8443.32.00,"Printing machinery used for printing by means of plates, cylinders and other printing components of heading 84.42; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof.","Other printers, copying machines and facsimile machines, whether or not combined: Other, capable of connecting to an automatic data processing machine or to a network"
8471.30.00,"Automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included.","Portable automatic data processing machines, weighing not more than 10 kg, consisting of at least a central processing unit, a keyboard and a display"
8471.41.00,"Automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included.","Other automatic data processing machines: Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined"
8471.60.00,"Automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included.","Input or output units, whether or not containing storage units in the same housing"
8471.70.00,"Automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included.",Storage units
8471.80.10,"Automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included.",Other units of automatic data processing machines: Control or adapter units
8471.80.91,"Automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included.",Other units of automatic data processing machines: Other: Units suitable for physical incorporation into automatic data processing machines or units thereof
8471.80.99,"Automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included.",Other units of automatic data processing machines: Other: Other
8513.10.10,"Portable electric lamps designed to function by their own source of energy (for example, dry batteries, accumulators, magnetos), other than lighting equipment of heading 85.12.",Lamps: Flashlights; Miners' safety lamps
8513.10.90,"Portable electric lamps designed to function by their own source of energy (for example, dry batteries, accumulators, magnetos), other than lighting equipment of heading 85.12.",Lamps: Other
8516.10.90,"Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electro-thermic hair-dressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; electric smoothing irons; other electro-thermic appliances of a kind used for domestic purposes; electric heating resistors, other than those of heading 85.45.",Electric instantaneous or storage water heaters and immersion heaters: Other
8516.29.00,"Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electro-thermic hair-dressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; electric smoothing irons; other electro-thermic appliances of a kind used for domestic purposes; electric heating resistors, other than those of heading 85.45.",Electric space heating apparatus and electric soil heating apparatus: Other
8517.11.00,"Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network), other than transmission or reception apparatus of heading 84.43, 85.25, 85.27 or 85.28.","Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks: Line telephone sets with cordless handsets"
8517.13.00,"Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network), other than transmission or reception apparatus of heading 84.43, 85.25, 85.27 or 85.28.","Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks: Smartphones"
8517.14.00,"Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network), other than transmission or reception apparatus of heading 84.43, 85.25, 85.27 or 85.28.","Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks: Other telephones for cellular networks or for other wireless networks"
8517.18.00,"Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network), other than transmission or reception apparatus of heading 84.43, 85.25, 85.27 or 85.28.","Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks: Other"
8517.62.00,"Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network), other than transmission or reception apparatus of heading 84.43, 85.25, 85.27 or 85.28.","Other apparatus for transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network): Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus"
8517.69.00,"Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network), other than transmission or reception apparatus of heading 84.43, 85.25, 85.27 or 85.28.","Other apparatus for transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network): Other"
8518.10.00,"Microphones and stands therefor; loudspeakers, whether or not mounted in their enclosures; headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers; audio-frequency electric amplifiers; electric sound amplifier sets.",Microphones and stands therefor
8518.21.00,"Microphones and stands therefor; loudspeakers, whether or not mounted in their enclosures; headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers; audio-frequency electric amplifiers; electric sound amplifier sets.","Loudspeakers, whether or not mounted in their enclosures: Single loudspeakers, mounted in their enclosures"
8518.22.00,"Microphones and stands therefor; loudspeakers, whether or not mounted in their enclosures; headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers; audio-frequency electric amplifiers; electric sound amplifier sets.","Loudspeakers, whether or not mounted in their enclosures: Multiple loudspeakers, mounted in the same enclosure"
8518.29.00,"Microphones and stands therefor; loudspeakers, whether or not mounted in their enclosures; headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers; audio-frequency electric amplifiers; electric sound amplifier sets.","Loudspeakers, whether or not mounted in their enclosures: Other"
8518.30.10,"Microphones and stands therefor; loudspeakers, whether or not mounted in their enclosures; headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers; audio-frequency electric amplifiers; electric sound amplifier sets.","Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers: Telephone handsets"
8518.30.90,"Microphones and stands therefor; loudspeakers, whether or not mounted in their enclosures; headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers; audio-frequency electric amplifiers; electric sound amplifier sets.","Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers: Other"
8518.40.00,"Microphones and stands therefor; loudspeakers, whether or not mounted in their enclosures; headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers; audio-frequency electric amplifiers; electric sound amplifier sets.",Audio-frequency electric amplifiers
8518.50.00,"Microphones and stands therefor; loudspeakers, whether or not mounted in their enclosures; headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers; audio-frequency electric amplifiers; electric sound amplifier sets.",Electric sound amplifier sets
8528.59.90,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus.",Other monitors: Other: Other
8528.72.33,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus.","Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus: Other, colour: High definition: Other, with flat panel screen"
8708.22.00,Parts and accessories of the motor vehicles of headings 87.01 to 87.05.,"Other parts and accessories of bodies (including cabs): Front windscreens (windshields), rear windows and other windows specified in Subheading Note 1 to this Chapter"
9101.11.00,"Wrist-watches, pocket-watches and other watches, including stop-watches, with case of precious metal or of metal clad with precious metal.","Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility: With mechanical display only"
9101.19.00,"Wrist-watches, pocket-watches and other watches, including stop-watches, with case of precious metal or of metal clad with precious metal.","Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility: Other"
9102.11.00,"Wrist-watches, pocket-watches and other watches, including stop-watches, other than those of heading 91.01.","Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility: With mechanical display only"
9102.12.00,"Wrist-watches, pocket-watches and other watches, including stop-watches, other than those of heading 91.01.","Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility: With opto-electronic display only"
9102.19.00,"Wrist-watches, pocket-watches and other watches, including stop-watches, other than those of heading 91.01.","Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility: Other"
9102.21.00,"Wrist-watches, pocket-watches and other watches, including stop-watches, other than those of heading 91.01.","Other wrist-watches, whether or not incorporating a stop-watch facility: With automatic winding"
9102.29.00,"Wrist-watches, pocket-watches and other watches, including stop-watches, other than those of heading 91.01.","Other wrist-watches, whether or not incorporating a stop-watch facility: Other"
9102.91.10,"Wrist-watches, pocket-watches and other watches, including stop-watches, other than those of heading 91.01.",Other: Electrically operated: Stop-watches
9102.91.90,"Wrist-watches, pocket-watches and other watches, including stop-watches, other than those of heading 91.01.",Other: Electrically operated: Other
9102.99.00,"Wrist-watches, pocket-watches and other watches, including stop-watches, other than those of heading 91.01.",Other: Other
9401.91.00,"Seats (other than those of heading 94.02), whether or not convertible into beds, and parts thereof.",Parts: Of wood
9401.99.00,"Seats (other than those of heading 94.02), whether or not convertible into beds, and parts thereof.",Parts: Other
9403.91.00,Other furniture and parts thereof.,Parts: Of wood
9403.99.00,Other furniture and parts thereof.,Parts: Other
9404.30.00,"Mattress supports; articles of bedding and similar furnishing (for example, mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not covered.",Sleeping bags
9405.61.00,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.","Illuminated signs, illuminated name-plates and the like: Designed for use solely with light-emitting diode (LED) light sources"
9405.69.00,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.","Illuminated signs, illuminated name-plates and the like: Other"
9405.91.00,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.",Parts: Of glass
9405.92.00,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.",Parts: Of plastics
9405.99.00,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.",Parts: Other
9406.10.90,Prefabricated buildings.,Of wood: Other
9406.20.00,Prefabricated buildings.,"Modular building units, of steel"
9406.90.11,Prefabricated buildings.,"Other: Silos for storing ensilage: Unassembled or incomplete, of glass fibre reinforced plastics, for use in the manufacture of silos"
9406.90.19,Prefabricated buildings.,Other: Silos for storing ensilage: Other
9406.90.20,Prefabricated buildings.,Other: Air-supported buildings
9406.90.90,Prefabricated buildings.,Other: Other
9503.00.10,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages"
